Date (GMT+1),Nuclear,Non-Renewable,Renewable,Day Ahead Auction
,Power (MW),Power (MW),Power (MW),"Price (EUR/MWh, EUR/tCO2)"
2019-01-01T00:00+01:00,8994.13,14790.33,31210.44,28.32
2019-01-01T01:00+01:00,8528.68,13071.07,32893.75,10.07
2019-01-01T02:00+01:00,7947.51,12552.76,33222.93,-4.08
2019-01-01T03:00+01:00,7215.67,12568.26,34690.45,-9.91
2019-01-01T04:00+01:00,7114.44,12504.53,36427.27,-7.41
2019-01-01T05:00+01:00,7054.8,12397.29,37633.48,-12.55
2019-01-01T06:00+01:00,7029.35,12197.81,38954.31,-17.25
2019-01-01T07:00+01:00,7167.16,12237.41,39801.03,-15.07
2019-01-01T08:00+01:00,7149.48,12260.9,40698.81,-4.93
2019-01-01T09:00+01:00,6984.14,12725.09,41098.43,-6.33
2019-01-01T10:00+01:00,6634.61,12795.21,42992.47,-4.93
2019-01-01T11:00+01:00,6703.07,12906.18,45694.88,0.45
2019-01-01T12:00+01:00,6948.32,13019.91,46225.35,0.12
2019-01-01T13:00+01:00,6946.92,12980.59,46428.22,-0.02
2019-01-01T14:00+01:00,7010.9,12959.41,46089.91,0
2019-01-01T15:00+01:00,7264.99,12990.47,44857.44,-0.03
2019-01-01T16:00+01:00,7500.25,12875.36,45524.17,1.97
2019-01-01T17:00+01:00,7648.11,12912.68,45942.53,9.06
2019-01-01T18:00+01:00,7492.77,12761.98,45987.45,0.07
2019-01-01T19:00+01:00,7093.8,12763.97,45604.99,-4.97
2019-01-01T20:00+01:00,6593.44,12729.61,45479.1,-6.98
2019-01-01T21:00+01:00,6146.74,12687.48,45044.29,-24.93
2019-01-01T22:00+01:00,6071.5,12675.09,43952.81,-4.87
2019-01-01T23:00+01:00,5979.2,12463.13,43784.61,-28.93
2019-01-02T00:00+01:00,5790.55,12546.97,42140.57,-33.57
2019-01-02T01:00+01:00,5730.57,11983.78,40924.2,-45.92
2019-01-02T02:00+01:00,5731,12162.62,40421.86,-48.29
2019-01-02T03:00+01:00,5746.4,12316.17,39843.27,-44.99
2019-01-02T04:00+01:00,5777.19,12401.8,40069.89,-48.93
2019-01-02T05:00+01:00,6085.05,13341.94,41161.41,-29.91
2019-01-02T06:00+01:00,7654.94,15161.65,42566.41,-0.01
2019-01-02T07:00+01:00,8578.2,17106.49,42833.46,37.43
2019-01-02T08:00+01:00,8833.27,18943.83,41897.08,48.06
2019-01-02T09:00+01:00,9006.73,21151.53,42257.23,50.74
2019-01-02T10:00+01:00,9005.77,21598.62,44493.09,47.57
2019-01-02T11:00+01:00,9003.78,21768.28,46789.21,43.94
2019-01-02T12:00+01:00,9090.98,21933.73,47531.48,40.97
2019-01-02T13:00+01:00,9000.49,21675.32,46055.35,44.95
2019-01-02T14:00+01:00,9004.67,22927.22,41855.18,49.64
2019-01-02T15:00+01:00,9053.72,25317.92,36577.23,53.67
2019-01-02T16:00+01:00,9201.04,28214.44,33345.75,56.01
2019-01-02T17:00+01:00,9240.12,29401.31,32187.57,56.95
2019-01-02T18:00+01:00,9190.65,30279.6,30449.2,62.08
2019-01-02T19:00+01:00,9120.33,30561.43,28644.99,62.11
2019-01-02T20:00+01:00,9205.13,30850.77,26870.2,57.99
2019-01-02T21:00+01:00,9244.96,29905.26,25410.76,55.64
2019-01-02T22:00+01:00,9251.18,29586.15,24177.38,55.13
2019-01-02T23:00+01:00,9281.02,28373,22918.45,50.76
2019-01-03T00:00+01:00,9457.75,27653.85,22603.4,42.91
2019-01-03T01:00+01:00,9484.48,28162.17,22648.93,45.22
2019-01-03T02:00+01:00,9485.97,28408.05,22181.8,45.63
2019-01-03T03:00+01:00,9480.44,28485.48,22573.88,44
2019-01-03T04:00+01:00,9478.1,28405.77,23315.99,43.88
2019-01-03T05:00+01:00,9482.3,30118.57,24028.91,45.92
2019-01-03T06:00+01:00,9472.26,34354.54,24269.23,51.07
2019-01-03T07:00+01:00,9431.6,36255.01,24401.24,52.77
2019-01-03T08:00+01:00,9473.06,38228.39,24519.56,62.89
2019-01-03T09:00+01:00,9478,39778.19,24993.49,60.03
2019-01-03T10:00+01:00,9487.62,40724.91,24808.63,58.19
2019-01-03T11:00+01:00,9485.01,41147.42,24142.03,62.99
2019-01-03T12:00+01:00,9486.92,41488.99,22801.09,63.52
2019-01-03T13:00+01:00,9481.66,41458.8,20926.34,64.67
2019-01-03T14:00+01:00,9481.87,41247.84,18675.16,65.24
2019-01-03T15:00+01:00,9481.18,41498.93,16780.11,67.76
2019-01-03T16:00+01:00,9476.87,41954.55,16719.65,68.41
2019-01-03T17:00+01:00,9473.51,41870.12,17848.25,69.55
2019-01-03T18:00+01:00,9471.35,41223.9,18206.14,67.28
2019-01-03T19:00+01:00,9458.44,41373.25,18163.33,69.46
2019-01-03T20:00+01:00,9465.94,41883.67,17931.62,68.38
2019-01-03T21:00+01:00,9466.33,41327.14,17144.78,61.72
2019-01-03T22:00+01:00,9478.34,40077.37,16049.93,53.72
2019-01-03T23:00+01:00,9470.42,37344.16,15494.99,49.98
2019-01-04T00:00+01:00,9471.77,35277.62,15515.62,50.73
2019-01-04T01:00+01:00,9474.65,34024.02,16972.24,47.11
2019-01-04T02:00+01:00,9387.04,33139.68,18639.13,47.07
2019-01-04T03:00+01:00,9371.12,32656.26,20497.32,46.94
2019-01-04T04:00+01:00,9375.22,32145.49,22321.86,47
2019-01-04T05:00+01:00,9369.76,32431.12,23905.4,46.91
2019-01-04T06:00+01:00,9337.06,33265.16,25628.5,49.59
2019-01-04T07:00+01:00,9330.69,34614.79,27829.3,55.32
2019-01-04T08:00+01:00,9353.87,35022.4,29066.22,55.78
2019-01-04T09:00+01:00,9357.36,35388.85,30622.9,55.52
2019-01-04T10:00+01:00,9121.4,35118.67,32782.47,55.23
2019-01-04T11:00+01:00,9027.75,35147.17,34959.25,53.58
2019-01-04T12:00+01:00,9160.82,34740.31,36546.22,51.74
2019-01-04T13:00+01:00,9220.73,33613.47,37010.03,51.6
2019-01-04T14:00+01:00,9219.46,34356.4,35937.77,51.41
2019-01-04T15:00+01:00,9174.55,34686.32,34809.07,51.69
2019-01-04T16:00+01:00,9152.98,34387.18,34937.44,52.59
2019-01-04T17:00+01:00,9131.29,34744.08,35327.66,54.66
2019-01-04T18:00+01:00,9128.06,34115.82,35219.71,54.1
2019-01-04T19:00+01:00,9128.38,32302.58,34763.54,51.89
2019-01-04T20:00+01:00,9141.82,30926.87,34546.06,46.58
2019-01-04T21:00+01:00,9145.99,28409.48,34437.4,45.43
2019-01-04T22:00+01:00,9138.47,27085.49,34525.33,43.96
2019-01-04T23:00+01:00,8998.92,24125.07,35774.38,31.41
2019-01-05T00:00+01:00,8925.32,21188.22,36705.26,26.9
2019-01-05T01:00+01:00,8923,19949.46,37208.4,25.12
2019-01-05T02:00+01:00,8917.93,19665.67,38093.27,24.12
2019-01-05T03:00+01:00,8924.01,18988.3,39123.41,22.04
2019-01-05T04:00+01:00,8926.25,18838.09,39808.03,18.37
2019-01-05T05:00+01:00,8929,19375.12,39527.17,22.09
2019-01-05T06:00+01:00,8918.18,20147.41,40098.66,23.35
2019-01-05T07:00+01:00,8886.52,22591.3,38816.71,28.76
2019-01-05T08:00+01:00,8977.48,24516.95,37621.93,36.63
2019-01-05T09:00+01:00,9112.92,26888.26,36677.13,40.46
2019-01-05T10:00+01:00,9149.44,29146.79,35840.46,45.85
2019-01-05T11:00+01:00,9167.06,29776.98,35284.36,49.8
2019-01-05T12:00+01:00,9156.14,30404.75,34126.12,51.36
2019-01-05T13:00+01:00,9156.09,30735.29,33044.27,51.74
2019-01-05T14:00+01:00,9186.04,30873.22,31156.3,51.92
2019-01-05T15:00+01:00,9151.14,31260.99,29436.39,53.22
2019-01-05T16:00+01:00,9122.27,31518.88,28612.29,56.62
2019-01-05T17:00+01:00,9105.59,32322.28,28116.58,56.92
2019-01-05T18:00+01:00,9316.07,32165.14,28008.95,61.64
2019-01-05T19:00+01:00,9408.47,31687.19,27250.33,59.44
2019-01-05T20:00+01:00,9401.58,30763.49,26903.86,52.75
2019-01-05T21:00+01:00,9402.85,29277.94,26370.69,51.9
2019-01-05T22:00+01:00,9409.83,28657.51,25262.79,51.38
2019-01-05T23:00+01:00,9380.42,27642.31,24687.67,49.96
2019-01-06T00:00+01:00,9419.16,26609.42,24002.19,50.29
2019-01-06T01:00+01:00,9424.15,26854.36,23019.67,47.72
2019-01-06T02:00+01:00,9432.74,27606.17,21887.01,48.38
2019-01-06T03:00+01:00,9436.99,27397.55,21371.02,48.02
2019-01-06T04:00+01:00,9426.54,27110.48,20669.3,44.23
2019-01-06T05:00+01:00,9437.61,27744.93,20100.44,47.17
2019-01-06T06:00+01:00,9240.57,28040.45,18769.9,48.19
2019-01-06T07:00+01:00,9181.83,29691.72,17530.62,49.11
2019-01-06T08:00+01:00,9359.11,30995.75,17100.94,50.44
2019-01-06T09:00+01:00,9413.57,32795.05,16701.18,53.4
2019-01-06T10:00+01:00,9410.72,33891.92,17241.24,56.55
2019-01-06T11:00+01:00,9428.05,35273.89,17536.67,60.02
2019-01-06T12:00+01:00,9415.64,36044.91,17836.05,60.22
2019-01-06T13:00+01:00,9404.58,35970.36,17900.49,55
2019-01-06T14:00+01:00,9411.57,35408.58,17023.04,52.39
2019-01-06T15:00+01:00,9409.36,36745.81,16230.22,51.57
2019-01-06T16:00+01:00,9411.76,37449.7,16500.18,54.71
