Date (GMT+1),Nuclear,Non-Renewable,Renewable,Day Ahead Auction
,Power (MW),Power (MW),Power (MW),"Price (EUR/MWh, EUR/tCO2)"
2021-01-01T00:00+01:00,8145.41,22940.68,11605.6,50.87
2021-01-01T01:00+01:00,8151.32,22248.44,11202.33,48.19
2021-01-01T02:00+01:00,8156.98,22314.28,10748.57,44.68
2021-01-01T03:00+01:00,8154.41,22453.68,10336.69,42.92
2021-01-01T04:00+01:00,8151.31,22217.84,9991.48,40.39
2021-01-01T05:00+01:00,8151.11,22639.86,9804.82,40.2
2021-01-01T06:00+01:00,8155.36,23145.92,9817.71,39.63
2021-01-01T07:00+01:00,8153.53,22774.83,9731.64,40.09
2021-01-01T08:00+01:00,8158.07,23313.88,10089.36,41.27
2021-01-01T09:00+01:00,8160.71,23585.68,11289.25,44.88
2021-01-01T10:00+01:00,8161.88,23520.26,13071.47,45
2021-01-01T11:00+01:00,8161.11,23839.87,14239.28,47.2
2021-01-01T12:00+01:00,8153.87,23946.98,14640.9,50.78
2021-01-01T13:00+01:00,8153.98,23881.83,13956.86,45.49
2021-01-01T14:00+01:00,8155.55,23985.52,12358.88,44.73
2021-01-01T15:00+01:00,8157.69,24755.74,10628.78,46.59
2021-01-01T16:00+01:00,8156.87,25505.17,10513.07,52.99
2021-01-01T17:00+01:00,8151.76,26080.1,11262.38,60.26
2021-01-01T18:00+01:00,8151.57,26103.84,11847.06,60.61
2021-01-01T19:00+01:00,8155.86,26156.86,12252.7,60.36
2021-01-01T20:00+01:00,8153.01,25894.15,12448.61,57.4
2021-01-01T21:00+01:00,8149.76,25442.92,12573.93,53.86
2021-01-01T22:00+01:00,8141.65,24854.7,12985.58,53.45
2021-01-01T23:00+01:00,8142.44,23569.91,12592.16,49.72
2021-01-02T00:00+01:00,8093.88,22551.18,12234.93,46.69
2021-01-02T01:00+01:00,8121.13,22077.48,11989.93,42.43
2021-01-02T02:00+01:00,8101.28,21476.2,11931.37,41.09
2021-01-02T03:00+01:00,8095.1,21286.73,11766.86,40
2021-01-02T04:00+01:00,8132.32,21777.43,11557.2,37.55
2021-01-02T05:00+01:00,8141.06,22402.19,11200.42,39
2021-01-02T06:00+01:00,8130.8,23162.23,11121.11,42.09
2021-01-02T07:00+01:00,8125.74,24348.44,10967.8,44.96
2021-01-02T08:00+01:00,8054.25,26061.28,10762.86,48.45
2021-01-02T09:00+01:00,8143.02,27543.6,11224.12,52
2021-01-02T10:00+01:00,8152.66,28310.99,11939.8,52
2021-01-02T11:00+01:00,8154.01,28599.93,12701.21,52.15
2021-01-02T12:00+01:00,8156.18,28484.67,12804.63,55.95
2021-01-02T13:00+01:00,8156.47,28506.7,11911.7,52
2021-01-02T14:00+01:00,8155.27,28457.53,10687.15,50.69
2021-01-02T15:00+01:00,8154.49,28354.86,9781.19,53.45
2021-01-02T16:00+01:00,8153.18,28694.08,9726.26,59.99
2021-01-02T17:00+01:00,8155.92,28989.81,10409.51,62
2021-01-02T18:00+01:00,8150.97,29068.21,11394.44,63.08
2021-01-02T19:00+01:00,8147.08,29012.24,12110.59,62.17
2021-01-02T20:00+01:00,8146.36,28756.35,12522.81,60.03
2021-01-02T21:00+01:00,8141.31,28244.38,13087.85,55.03
2021-01-02T22:00+01:00,8138.69,27067.17,13984.57,52.25
2021-01-02T23:00+01:00,8117.54,24932.75,15301.75,48.45
2021-01-03T00:00+01:00,7994.34,22392.12,16504.21,46.11
2021-01-03T01:00+01:00,7738.2,20670.13,17357.79,43
2021-01-03T02:00+01:00,7542.42,19428.07,18676.47,39.55
2021-01-03T03:00+01:00,7613.41,18496.81,19727.86,35.18
2021-01-03T04:00+01:00,7620.37,17470.67,20812.67,33.45
2021-01-03T05:00+01:00,7597.99,17056.25,22799.18,32.37
2021-01-03T06:00+01:00,7590.94,17162.6,24379.15,31.7
2021-01-03T07:00+01:00,7630.99,17864.7,25552.18,32.63
2021-01-03T08:00+01:00,7551.73,19386.65,26238.51,36.9
2021-01-03T09:00+01:00,7551.64,20458.52,27237.32,36.96
2021-01-03T10:00+01:00,7569.15,21169.19,28631.13,36.96
2021-01-03T11:00+01:00,7565.76,21980.8,29644.36,43.72
2021-01-03T12:00+01:00,7564.2,22220.68,29866.62,47.71
2021-01-03T13:00+01:00,7568.37,21797.33,29464.51,40.41
2021-01-03T14:00+01:00,7582.64,21239.08,29417.25,39.66
2021-01-03T15:00+01:00,7581.26,21331.86,28484.59,39.57
2021-01-03T16:00+01:00,7581.15,21769.85,28701.07,36.11
2021-01-03T17:00+01:00,7590.7,22542.64,28631.11,45.04
2021-01-03T18:00+01:00,7589.11,22831.69,28381.17,52.56
2021-01-03T19:00+01:00,7591.25,22972.18,27813.3,45.84
2021-01-03T20:00+01:00,7586.32,22417.24,27365.83,35.83
2021-01-03T21:00+01:00,7584.75,21627.01,26335.27,33.31
2021-01-03T22:00+01:00,7587.24,21358.44,25216.46,34.98
2021-01-03T23:00+01:00,7588.04,20536.9,24733.47,27.39
2021-01-04T00:00+01:00,7591.9,20674.07,24380.03,29.33
2021-01-04T01:00+01:00,7583.94,21615.41,23982.72,24.82
2021-01-04T02:00+01:00,7530.31,22248.18,23872.95,24.65
2021-01-04T03:00+01:00,7568.23,22632.8,23621.45,24.8
2021-01-04T04:00+01:00,7572.73,22809.48,23374.35,27.71
2021-01-04T05:00+01:00,7576.44,24151.86,23041.44,28.58
2021-01-04T06:00+01:00,7576.93,28747.81,23146.14,37.04
2021-01-04T07:00+01:00,7569.42,32656.3,23144.26,52.03
2021-01-04T08:00+01:00,7586.79,34072.55,23731.84,55.76
2021-01-04T09:00+01:00,7591.31,34778.98,23675.94,57.06
2021-01-04T10:00+01:00,7585.38,35739.62,24215.76,57.18
2021-01-04T11:00+01:00,7566.04,36330.4,24690.93,60
2021-01-04T12:00+01:00,7566.29,35795.07,24948.41,61.27
2021-01-04T13:00+01:00,7564.36,36015.3,24473.51,60.28
2021-01-04T14:00+01:00,7562.75,36278.26,24402.05,60.07
2021-01-04T15:00+01:00,7560.71,36866.06,23941.91,59.46
2021-01-04T16:00+01:00,7559.87,37463.93,24086.04,61.99
2021-01-04T17:00+01:00,7564.21,37577.45,24185.84,66.82
2021-01-04T18:00+01:00,7564.88,37551.04,24036.62,61.97
2021-01-04T19:00+01:00,7566.78,37325.56,23757.05,55.06
2021-01-04T20:00+01:00,7567.03,37114.42,23381.7,47.34
2021-01-04T21:00+01:00,7563.77,36071.32,22786.09,45.64
2021-01-04T22:00+01:00,7564.24,35167.1,22384.62,48.93
2021-01-04T23:00+01:00,7564.32,33947.36,22343.77,44.64
2021-01-05T00:00+01:00,7575.1,29698.39,22326.61,37.54
2021-01-05T01:00+01:00,7650.06,29107.36,22083.76,40.07
2021-01-05T02:00+01:00,7683.39,28656.51,21784.3,39.81
2021-01-05T03:00+01:00,7715.63,29049.85,21749.49,39.65
2021-01-05T04:00+01:00,7758.8,29488.53,21697.5,40.2
2021-01-05T05:00+01:00,7801.03,31651.59,21670.08,44.26
2021-01-05T06:00+01:00,7657.3,34646.13,22019.2,47.06
2021-01-05T07:00+01:00,7784.86,37034.77,21829.68,54.96
2021-01-05T08:00+01:00,7792.48,38236.39,22036.09,63.67
2021-01-05T09:00+01:00,7850.38,38614.67,22266.02,64.73
2021-01-05T10:00+01:00,7855.21,38573.43,23376.1,66.07
2021-01-05T11:00+01:00,7864.47,38891.99,23798.3,65.97
2021-01-05T12:00+01:00,7858,39014.25,24191.41,65.46
2021-01-05T13:00+01:00,7857,39079.53,24236.88,63.82
2021-01-05T14:00+01:00,7859.84,39367.81,24412.75,63.87
2021-01-05T15:00+01:00,7853.58,39443.68,24008.8,64.05
2021-01-05T16:00+01:00,7854.17,39396.61,23943.61,64.26
2021-01-05T17:00+01:00,7852.28,39450.97,24078.12,67.14
2021-01-05T18:00+01:00,7851.83,39344.24,23857.16,61.61
2021-01-05T19:00+01:00,7856.88,38615.76,23661.51,59.16
2021-01-05T20:00+01:00,7851.61,37782.69,23393.59,59.26
2021-01-05T21:00+01:00,7853.3,36028.54,23241.41,53.62
2021-01-05T22:00+01:00,7854.31,34707.05,22649.42,53.86
2021-01-05T23:00+01:00,7858.14,32393.67,22414.71,47.99
2021-01-06T00:00+01:00,7933.51,29757.54,21885.31,44.41
2021-01-06T01:00+01:00,8041.51,29233.81,21429.14,42.94
2021-01-06T02:00+01:00,8100.04,29081.67,21258.89,42.88
2021-01-06T03:00+01:00,8102.83,29044.43,21028.86,42.15
2021-01-06T04:00+01:00,8026.92,29693.32,20321.51,43.23
2021-01-06T05:00+01:00,8018.05,30801.87,19398.06,44.56
2021-01-06T06:00+01:00,8042.45,33336.72,19153.66,47.4
2021-01-06T07:00+01:00,8122.34,35529.73,18529.45,44.05
2021-01-06T08:00+01:00,8146.07,38208.59,18429.17,53.41
2021-01-06T09:00+01:00,8146.66,39005.55,17814.94,54.8
2021-01-06T10:00+01:00,8148.51,39862.1,17090.15,53.94
2021-01-06T11:00+01:00,8150.09,40769.03,16728.17,58.3
2021-01-06T12:00+01:00,8150.36,40856.08,16813.29,61.43
2021-01-06T13:00+01:00,8157.25,40908.45,16327.1,61.92
2021-01-06T14:00+01:00,8151.67,40978.18,15769.54,57
2021-01-06T15:00+01:00,8154.65,41199.94,15068.02,57.53
2021-01-06T16:00+01:00,8161.13,41142.91,15086.85,61.68
2021-01-06T17:00+01:00,8163.44,41092.19,15251.23,61.84
2021-01-06T18:00+01:00,8163.84,40946.04,15076.33,57.46
2021-01-06T19:00+01:00,8163.29,40974.53,14486.4,58.06
2021-01-06T20:00+01:00,8163.24,40682.08,14030.48,59.97
2021-01-06T21:00+01:00,8160.97,39967.45,13937.25,52.95
2021-01-06T22:00+01:00,8160.07,38687.08,13986.46,52.95
2021-01-06T23:00+01:00,8155.94,36446.69,13822.02,49.53
2021-01-07T00:00+01:00,8150.7,34588.53,13433.66,51.03
2021-01-07T01:00+01:00,8152.31,34101.46,13344.94,50.18
2021-01-07T02:00+01:00,8158.52,33358.16,13387.4,48.97
2021-01-07T03:00+01:00,8157.67,32791.6,13595.07,46.72
2021-01-07T04:00+01:00,8155.14,33353.33,13767.24,46.87
2021-01-07T05:00+01:00,8162.66,36273.69,13956.8,50.08
2021-01-07T06:00+01:00,8164.13,40146.27,13975.02,57.34
2021-01-07T07:00+01:00,8169.58,42047.3,13826.09,67.8
2021-01-07T08:00+01:00,8168.12,43067.72,13870.01,86.51
2021-01-07T09:00+01:00,8160.86,43092.8,14034.57,86.54
2021-01-07T10:00+01:00,8163.87,43083.86,14555.67,85.08
2021-01-07T11:00+01:00,8163.67,43125.2,15139.93,88.74
2021-01-07T12:00+01:00,8163.76,43077.19,15309.24,88.76
2021-01-07T13:00+01:00,8165.83,43090.38,14901.25,84.31
2021-01-07T14:00+01:00,8165.92,42715.62,13885.75,80.4
2021-01-07T15:00+01:00,8168.39,42961.43,12986.05,83.57
2021-01-07T16:00+01:00,8170.64,42930.61,13155.7,89.68
2021-01-07T17:00+01:00,8180.03,42903.6,13693.11,100
2021-01-07T18:00+01:00,8174.58,42468.92,14395.27,90.43
2021-01-07T19:00+01:00,8172.64,42199.03,14591.15,80.28
2021-01-07T20:00+01:00,8166.88,41226.21,14261.29,66.8
2021-01-07T21:00+01:00,8161.65,40056.66,14009.57,60.22
2021-01-07T22:00+01:00,8156.22,39573.74,13773.15,59.69
2021-01-07T23:00+01:00,8151.9,38670.49,13803.77,52.25
2021-01-08T00:00+01:00,8144.99,36982.24,13735.48,50.53
2021-01-08T01:00+01:00,8153.85,35821.75,13474.05,48.43
2021-01-08T02:00+01:00,8155.32,35409.06,13325.82,47.24
2021-01-08T03:00+01:00,8145.79,35274.69,13346.01,45.61
2021-01-08T04:00+01:00,8156,35316.07,13315.89,46.81
2021-01-08T05:00+01:00,8164.14,37578.66,13188.83,51.57
2021-01-08T06:00+01:00,8150.26,40914.1,13090.81,60.67
2021-01-08T07:00+01:00,8151.39,42071.14,13298.77,79.56
2021-01-08T08:00+01:00,8162.3,43426.27,13377.94,103.54
2021-01-08T09:00+01:00,8163.18,43808.39,13342.15,110.45
2021-01-08T10:00+01:00,8161.58,43804.25,13800.88,109.96
2021-01-08T11:00+01:00,8156.78,43360.27,14204.95,106.82
2021-01-08T12:00+01:00,8154.11,43360.22,14188.9,102.37
2021-01-08T13:00+01:00,8154.23,43250.88,13761.48,97.61
2021-01-08T14:00+01:00,8154.25,42983.94,13034.16,95
2021-01-08T15:00+01:00,8155.03,42887.15,12555.17,95.42
2021-01-08T16:00+01:00,8151.48,43338.37,12349.22,95
2021-01-08T17:00+01:00,8150.37,43359.12,12980.13,110
2021-01-08T18:00+01:00,8151.45,43476.36,13002.5,102.41
2021-01-08T19:00+01:00,8152.05,43443.52,12799.1,88.05
2021-01-08T20:00+01:00,8155.68,41944.48,12409.21,64.24
2021-01-08T21:00+01:00,8160.07,40635.48,12381.15,59.43
2021-01-08T22:00+01:00,8161.84,39991.59,12194.28,57.6
